term	arousal
side street	-0.240
lip gloss	-0.240
sub par	-0.240
wear in	-0.240
baby pictures	-0.240
pasta salad	-0.240
reside in	-0.240
dollar sign	-0.240
these parts	-0.242
due date	-0.242
key word	-0.242
prime number	-0.242
gluten free	-0.242
sell off	-0.242
common ground	-0.242
map out	-0.242
level with	-0.242
take it	-0.242
white man	-0.242
down under	-0.242
done with	-0.242
love apple	-0.242
as always	-0.242
make mine	-0.242
kind hearted	-0.242
have tea	-0.242
bath water	-0.242
have not	-0.242
white bread	-0.242
what's yours	-0.242
whole foods	-0.242
cum laude	-0.242
rear end	-0.242
light out	-0.242
well fed	-0.242
wait list	-0.242
local time	-0.242
house floor	-0.242
late fall	-0.242
my foot	-0.242
air mattress	-0.242
in hindsight	-0.242
toilet paper	-0.242
bow to	-0.242
twin brother	-0.242
vhs tape	-0.242
dream world	-0.244
agreed upon	-0.244
put behind	-0.244
iron skillet	-0.244
flush it	-0.244
settle for	-0.244
take time	-0.244
simple majority	-0.244
pay for	-0.244
soy sauce	-0.245
miss you	-0.246
olive oil	-0.246
food stamp	-0.246
sure hope	-0.246
pass over	-0.246
home page	-0.246
family name	-0.246
paid up	-0.246
skip out	-0.246
polka dot	-0.246
hair care	-0.246
comfort food	-0.246
public library	-0.246
in short	-0.246
decline in	-0.246
draw out	-0.246
check back	-0.246
landing page	-0.246
little head	-0.246
come to	-0.246
couple on	-0.246
fresh food	-0.246
let off	-0.246
hold water	-0.246
die down	-0.246
stay off	-0.246
free lunch	-0.246
new year	-0.246
fine art	-0.246
per cent	-0.246
fried chicken	-0.246
owe to	-0.246
play date	-0.248
make do	-0.248
laid bare	-0.248
look on	-0.248
buy food	-0.250
blank space	-0.250
a pair	-0.250
well oiled	-0.250
hold down	-0.250
personal space	-0.250
hide away	-0.250
fair chance	-0.250
green beans	-0.250
dream of	-0.250
that much	-0.250
even then	-0.250
see over	-0.250
doze off	-0.250
room temperature	-0.250
will not	-0.250
wash up	-0.250
written word	-0.250
that'll do	-0.250
old man	-0.250
soap opera	-0.250
consist of	-0.250
pool table	-0.250
fat person	-0.250
hold in	-0.250
some time	-0.250
sleep around	-0.250
even as	-0.250
coffee creamer	-0.250
tin foil	-0.250
in hand	-0.250
tax cut	-0.250
the pill	-0.250
fond of	-0.250
fitted sheet	-0.250
building block	-0.250
dollar store	-0.250
live down	-0.252
art history	-0.254
sit tight	-0.254
candy corn	-0.254
under age	-0.254
safe place	-0.254
square foot	-0.254
in that	-0.254
short break	-0.254
plastic bag	-0.254
real number	-0.254
olive branch	-0.254
stay back	-0.254
all clear	-0.254
defer to	-0.254
shoe box	-0.254
send off	-0.254
chamomile tea	-0.254
yoga pants	-0.254
no entry	-0.254
eye level	-0.254
ever so	-0.254
like new	-0.254
joking aside	-0.254
on time	-0.254
passive voice	-0.254
white meat	-0.254
breathing room	-0.254
stay up	-0.254
so called	-0.254
rest assured	-0.254
wee hours	-0.254
paddle boat	-0.254
care package	-0.254
clean slate	-0.254
lack of	-0.254
natural gas	-0.255
short story	-0.255
on end	-0.256
two fingers	-0.256
now that	-0.256
desk job	-0.256
resistant to	-0.256
balsamic vinegar	-0.256
flip phone	-0.256
in relief	-0.258
buy off	-0.258
be sure	-0.258
give back	-0.258
no more	-0.258
snow cone	-0.258
lame duck	-0.258
good evening	-0.258
water bottle	-0.258
chicken soup	-0.258
bathroom sink	-0.258
sounds good	-0.258
bottle up	-0.258
drop box	-0.258
other than	-0.258
base in	-0.258
sick pay	-0.258
tend to	-0.258
sure enough	-0.258
proper name	-0.258
in advance	-0.258
who knows	-0.258
barbie doll	-0.259
hold dear	-0.260
one time	-0.260
of age	-0.260
coffee break	-0.260
not positive	-0.260
zoom out	-0.260
if ever	-0.260
what for	-0.260
pretty clear	-0.260
elevator music	-0.260
past it	-0.260
miso soup	-0.262
long ago	-0.262
low-hanging fruit	-0.262
peace sign	-0.262
park bench	-0.262
ice box	-0.262
fair deal	-0.262
no joy	-0.262
be like	-0.262
inner child	-0.262
long sleeve	-0.262
audio book	-0.262
false sense	-0.262
soap box	-0.262
brick in	-0.262
common name	-0.262
past tense	-0.262
tie in	-0.262
cookie dough	-0.262
dine in	-0.262
sleep with	-0.262
ice age	-0.264
old person	-0.264
a bit	-0.264
potato chips	-0.264
lemon drop	-0.264
fair use	-0.264
case of	-0.264
double chin	-0.264
white flag	-0.264
home office	-0.264
cheese sauce	-0.264
thin line	-0.264
tortilla chips	-0.264
story line	-0.266
per diem	-0.266
slow burn	-0.266
green bin	-0.266
funnel cake	-0.266
bathroom break	-0.266
dim sum	-0.266
be along	-0.266
sad day	-0.266
oak tree	-0.266
single parent	-0.266
carbon copy	-0.266
be sick	-0.266
library card	-0.266
cool thing	-0.266
touch of	-0.266
tuna fish	-0.266
feel sorry	-0.266
in form	-0.266
sign off	-0.266
water bill	-0.266
tire of	-0.266
sick day	-0.268
in line	-0.268
group home	-0.268
back office	-0.268
last supper	-0.268
that is	-0.268
down with	-0.268
common people	-0.268
candy canes	-0.268
short time	-0.268
in agreement	-0.270
nail set	-0.270
drop off	-0.270
being that	-0.270
balance out	-0.270
put in	-0.270
like water	-0.270
cereal box	-0.270
food bank	-0.270
mail order	-0.270
ghost town	-0.270
font size	-0.272
no problem	-0.272
in general	-0.272
like it	-0.272
social insurance	-0.272
used to	-0.272
middle ground	-0.272
the same	-0.272
set back	-0.272
don't worry	-0.272
sit around	-0.272
jelly beans	-0.272
mail box	-0.272
coffee pot	-0.272
nail polish	-0.272
space out	-0.272
below average	-0.272
no offense	-0.272
limit to	-0.274
long since	-0.274
thank heavens	-0.274
white dress	-0.274
blow over	-0.274
the former	-0.274
poor thing	-0.274
for one	-0.274
write out	-0.274
dorm room	-0.274
litter box	-0.274
soft drinks	-0.276
fish bowl	-0.276
apple sauce	-0.276
at last	-0.276
clam chowder	-0.276
free press	-0.276
gray area	-0.276
ginger ale	-0.276
spare time	-0.276
a must	-0.276
old money	-0.276
at fault	-0.276
on to	-0.276
til now	-0.276
can tell	-0.276
the latter	-0.276
cup holder	-0.276
tuck in	-0.276
short of	-0.278
is it	-0.278
pineapple juice	-0.278
short cut	-0.278
paper clip	-0.278
for ages	-0.278
according to	-0.278
bank holiday	-0.278
cater to	-0.278
luck out	-0.278
first person	-0.278
ha ha	-0.280
if only	-0.280
thanks to	-0.280
birthday cake	-0.280
by yourself	-0.280
rye bread	-0.280
saddled with	-0.280
green room	-0.280
rubber stamp	-0.280
weakest link	-0.280
level out	-0.280
turn in	-0.280
second cousin	-0.280
off limits	-0.280
feta cheese	-0.280
old school	-0.280
stop at	-0.282
off brand	-0.282
baby shoes	-0.282
piggy bank	-0.282
late summer	-0.282
lose sleep	-0.282
me neither	-0.282
tootsie roll	-0.282
feeling good	-0.282
old folks	-0.282
true to	-0.282
hawaiian shirt	-0.282
in private	-0.284
sick time	-0.284
zone out	-0.284
snowed in	-0.284
settle down	-0.284
back room	-0.284
a peach	-0.284
out cold	-0.284
good afternoon	-0.284
some place	-0.284
fold up	-0.284
head down	-0.284
kiddie pool	-0.284
clear message	-0.284
keep in	-0.284
rest with	-0.286
nice guy	-0.286
white elephant	-0.286
quarter to	-0.286
as follows	-0.286
coca cola	-0.286
elder care	-0.286
ham sandwich	-0.286
bed bugs	-0.286
feel for	-0.286
hand out	-0.286
wait on	-0.288
only child	-0.288
yada yada	-0.288
no probs	-0.288
parallel parking	-0.288
bar soap	-0.288
mini fridge	-0.288
humble pie	-0.288
similar to	-0.288
weak spot	-0.288
instant coffee	-0.288
scented candle	-0.288
stand back	-0.288
end in	-0.288
old english	-0.288
honey bun	-0.290
forget it	-0.290
oh so	-0.290
log out	-0.290
better off	-0.290
fish oil	-0.290
blind eye	-0.290
fruit cake	-0.290
not bad	-0.290
color in	-0.290
off white	-0.290
closed door	-0.290
have up	-0.290
in proportion	-0.290
old lady	-0.290
straight hair	-0.290
night stand	-0.292
be out	-0.292
go into	-0.292
quit on	-0.292
tone down	-0.292
lime green	-0.292
brown sugar	-0.292
family man	-0.292
close by	-0.292
fried egg	-0.292
one day	-0.292
full year	-0.292
cranberry juice	-0.293
sweet pea	-0.294
dinner table	-0.294
no wonder	-0.294
take home	-0.294
just as	-0.294
such as	-0.294
free space	-0.294
set time	-0.294
for once	-0.294
hiking boot	-0.294
just saying	-0.296
month old	-0.296
shut off	-0.296
stand still	-0.296
wait out	-0.296
lay on	-0.296
storage space	-0.296
oh well	-0.296
hair gel	-0.296
off balance	-0.296
only son	-0.296
provide for	-0.296
as from	-0.296
mean well	-0.296
as of	-0.296
fawn over	-0.296
blind spot	-0.296
tape measure	-0.297
classical music	-0.298
as yet	-0.298
golf ball	-0.298
nice little	-0.298
back down	-0.298
a battery	-0.298
not exactly	-0.298
in fine	-0.298
no better	-0.298
skin color	-0.298
back end	-0.298
air freshener	-0.298
that's it	-0.300
not quite	-0.300
moderate trust	-0.300
weak link	-0.300
sick man	-0.300
stop over	-0.300
sweet home	-0.300
baby powder	-0.300
of note	-0.300
settle into	-0.300
tea bag	-0.300
sad thing	-0.302
without question	-0.302
relate to	-0.302
as to	-0.302
how much	-0.302
poor children	-0.302
old town	-0.302
home game	-0.302
slide off	-0.302
me thinks	-0.302
not very	-0.302
my my	-0.302
go easy	-0.302
right hand	-0.304
cooped up	-0.304
brief time	-0.304
peace out	-0.304
save on	-0.304
based on	-0.304
kid gloves	-0.304
peanut butter	-0.304
bed bath	-0.306
good book	-0.306
there is	-0.306
year old	-0.306
be well	-0.306
number two	-0.306
red wine	-0.306
out in	-0.306
fine arts	-0.306
none other	-0.306
easy going	-0.306
old soul	-0.306
empty words	-0.306
sleep walking	-0.308
palm oil	-0.308
ice cream	-0.308
less than	-0.308
old friend	-0.308
early days	-0.308
last night	-0.308
good mood	-0.308
settle in	-0.308
home alone	-0.308
blue moon	-0.308
life span	-0.310
file size	-0.310
trash bin	-0.310
pinky toe	-0.310
black tea	-0.310
my word	-0.310
key lime	-0.312
by itself	-0.312
low point	-0.312
front door	-0.312
vegetable oil	-0.312
there are	-0.312
cold cuts	-0.312
mouse pad	-0.312
what not	-0.312
cherry pie	-0.312
night light	-0.312
fruit salad	-0.312
down side	-0.312
gone on	-0.312
hearing loss	-0.312
short sleeve	-0.312
vice versa	-0.312
hold back	-0.314
so what	-0.314
except that	-0.314
measuring cup	-0.314
low density	-0.314
on average	-0.314
free zone	-0.314
laying on	-0.314
good value	-0.314
find solace	-0.314
orange juice	-0.314
whole milk	-0.314
waiting room	-0.314
uh huh	-0.314
fall back	-0.314
left hand	-0.314
in lieu	-0.316
water ice	-0.316
night night	-0.316
tin roof	-0.316
no frills	-0.316
lime juice	-0.316
stay over	-0.316
no rush	-0.316
signed off	-0.316
sweet dreams	-0.316
thin air	-0.318
clear of	-0.318
shelf life	-0.318
not sure	-0.318
left over	-0.318
water tank	-0.318
aloe vera	-0.318
moot point	-0.318
not nearly	-0.318
dish soap	-0.318
low pressure	-0.318
ice water	-0.318
they say	-0.318
eco friendly	-0.318
tee shirt	-0.318
normal stuff	-0.320
coconut water	-0.320
corn syrup	-0.320
small change	-0.320
well made	-0.320
milk crate	-0.320
black hair	-0.320
plastic wrap	-0.322
no less	-0.322
certain of	-0.322
stand by	-0.322
early retirement	-0.322
thank you	-0.322
each one	-0.322
white paper	-0.322
no matter	-0.322
beef stew	-0.322
tune out	-0.322
set down	-0.324
sit out	-0.324
feel about	-0.324
school lunch	-0.324
dotted line	-0.324
on leave	-0.324
take care	-0.324
gray hair	-0.324
low stakes	-0.324
little one	-0.324
thankful for	-0.324
no parking	-0.324
sad story	-0.324
blue suit	-0.324
simmer down	-0.324
done up	-0.326
good egg	-0.326
in character	-0.326
set in	-0.326
wheel barrow	-0.326
photo op	-0.326
quite so	-0.328
hand soap	-0.328
to spare	-0.328
pie crust	-0.328
sky blue	-0.328
on hold	-0.328
silent majority	-0.328
same old	-0.328
free from	-0.328
birth certificate	-0.328
snail mail	-0.328
low levels	-0.328
cranberry sauce	-0.328
rocking chair	-0.328
used car	-0.328
not surprised	-0.328
car park	-0.328
close to	-0.328
present day	-0.328
close down	-0.328
common cold	-0.328
office building	-0.328
late night	-0.330
blue spruce	-0.330
smooth jazz	-0.330
day care	-0.330
tuna sandwich	-0.330
baby sitting	-0.330
mint chocolate	-0.334
old house	-0.334
hint at	-0.334
just so	-0.334
bed frame	-0.334
duvet cover	-0.334
none the	-0.334
white space	-0.334
almond milk	-0.334
part time	-0.334
land line	-0.334
not so	-0.334
home town	-0.334
sloppy joe	-0.334
baby bird	-0.334
some old	-0.336
ice tea	-0.337
green bean	-0.337
sick days	-0.338
sweet potato	-0.338
back in	-0.338
back porch	-0.338
ear plugs	-0.338
the odd	-0.338
comic book	-0.338
inner peace	-0.338
had enough	-0.338
time outs	-0.338
time off	-0.338
case closed	-0.338
leave home	-0.338
green grass	-0.338
or otherwise	-0.338
wish list	-0.338
iron out	-0.338
bask in	-0.338
know of	-0.338
in tandem	-0.338
art book	-0.338
as is	-0.338
toilet bowl	-0.340
wedding ring	-0.340
lots of	-0.340
turned down	-0.340
good weather	-0.340
coffee table	-0.342
as per	-0.342
all better	-0.342
pizza dough	-0.342
stay well	-0.342
big old	-0.344
be full	-0.344
well enough	-0.344
health food	-0.344
old woman	-0.344
as well	-0.344
low cost	-0.344
low income	-0.344
a few	-0.344
toilet seat	-0.344
maple leaf	-0.344
and so	-0.344
tissue paper	-0.344
devoid of	-0.344
grape juice	-0.346
lower case	-0.346
old city	-0.346
or so	-0.346
in common	-0.346
fit into	-0.346
list price	-0.348
say sorry	-0.348
soft tissue	-0.348
nacho cheese	-0.350
not long	-0.350
as for	-0.350
below zero	-0.350
a bunch	-0.350
quarter of	-0.350
pumpkin pie	-0.350
great grandfather	-0.351
no disgust	-0.352
rice cooker	-0.352
good reason	-0.352
off season	-0.352
stuffed animal	-0.353
sit down	-0.354
coloring book	-0.354
bird feeder	-0.354
apple pie	-0.354
cat food	-0.354
baby food	-0.354
nothing much	-0.356
paper towel	-0.356
dependent on	-0.356
ice pack	-0.358
how come	-0.358
hair style	-0.358
cap off	-0.358
cake walk	-0.358
tired of	-0.358
tomato sauce	-0.360
side dish	-0.360
bow tie	-0.360
go without	-0.360
dining table	-0.360
of little	-0.360
dry skin	-0.360
sleeping giant	-0.362
say goodnight	-0.362
corn bread	-0.362
half decent	-0.364
off topic	-0.364
sit with	-0.366
foot stool	-0.366
no such	-0.366
only if	-0.366
as usual	-0.366
leave for	-0.366
of course	-0.366
cottage cheese	-0.366
palm tree	-0.366
as if	-0.366
lazy eye	-0.368
of late	-0.368
let alone	-0.368
be off	-0.368
furniture store	-0.368
hiding place	-0.370
even so	-0.370
milk it	-0.370
bottom line	-0.370
good night	-0.370
dead man	-0.370
dead fish	-0.370
no one	-0.370
at ease	-0.370
for example	-0.370
log off	-0.370
see ya	-0.372
clean clothes	-0.372
stay with	-0.372
brown rice	-0.372
white shirt	-0.372
two step	-0.372
personal day	-0.372
in box	-0.374
bedside table	-0.374
hair mask	-0.374
stand alone	-0.374
cream cheese	-0.374
coconut oil	-0.374
stop in	-0.376
very light	-0.376
well off	-0.376
let be	-0.376
nothing special	-0.376
old world	-0.378
sit back	-0.378
banana peel	-0.378
lower class	-0.378
slow down	-0.378
whole wheat	-0.380
coconut milk	-0.380
a little	-0.380
let down	-0.380
small potatoes	-0.380
sleep apnea	-0.380
fair enough	-0.380
off day	-0.380
not above	-0.382
arm chair	-0.382
off year	-0.382
green tea	-0.382
cold water	-0.382
sink in	-0.384
old timey	-0.384
oh dear	-0.384
house plant	-0.384
afternoon tea	-0.384
maiden name	-0.386
first name	-0.386
bath time	-0.388
in darkness	-0.388
dry out	-0.388
tomato juice	-0.388
flat cap	-0.388
rose petals	-0.390
lay low	-0.390
garbage can	-0.390
night time	-0.390
wind down	-0.392
leg room	-0.392
no contest	-0.392
for nothing	-0.392
at home	-0.394
not this	-0.394
tin can	-0.394
egg nog	-0.394
have off	-0.394
stay at	-0.394
baby clothes	-0.394
slow motion	-0.396
clear cut	-0.396
no sweat	-0.396
dust off	-0.396
quite an	-0.398
of sorts	-0.398
low profile	-0.398
cool out	-0.400
dining room	-0.400
full name	-0.400
dear sir	-0.400
small town	-0.400
ice cubes	-0.400
resting place	-0.400
leave it	-0.400
photo album	-0.404
cream soda	-0.404
watering can	-0.404
yoga mat	-0.404
poor boy	-0.406
lean back	-0.406
cow milk	-0.406
nice day	-0.406
sleep paralysis	-0.406
in hiding	-0.408
lip balm	-0.410
same here	-0.410
not yet	-0.410
sleep tight	-0.410
iced tea	-0.410
soft spot	-0.410
who cares	-0.410
poor quality	-0.410
end of	-0.410
slow in	-0.412
mute button	-0.412
in peace	-0.412
epsom salt	-0.414
close off	-0.414
herbal tea	-0.414
log cabin	-0.414
old girl	-0.414
wet snow	-0.416
laid back	-0.418
boiled egg	-0.418
close in	-0.420
no idea	-0.420
left side	-0.420
by myself	-0.420
leave in	-0.422
old times	-0.422
wait for	-0.422
fine job	-0.422
light brown	-0.422
no thanks	-0.422
good books	-0.422
switch off	-0.424
soy milk	-0.426
pony tail	-0.426
apple juice	-0.427
is to	-0.428
bed in	-0.428
day off	-0.430
be one	-0.430
can not	-0.430
apple tree	-0.430
blend in	-0.430
pause button	-0.430
no pressure	-0.432
old age	-0.432
keep quiet	-0.434
slow cooker	-0.434
pure white	-0.434
slow process	-0.434
time out	-0.436
full stop	-0.438
old time	-0.440
great grandpa	-0.440
measuring tape	-0.440
loosen up	-0.442
turn off	-0.442
lay down	-0.446
office chair	-0.446
be quiet	-0.446
get sleep	-0.448
sitting pretty	-0.448
in reserve	-0.450
off of	-0.450
sleeping beauty	-0.450
low quality	-0.450
still room	-0.452
plain text	-0.452
soft spoken	-0.454
leave alone	-0.454
tomato soup	-0.454
lazy sunday	-0.456
in bed	-0.456
slow progress	-0.458
cool air	-0.458
not negative	-0.460
warm milk	-0.460
quiet place	-0.462
bed rest	-0.462
lie down	-0.464
mint tea	-0.464
not really	-0.464
couch potato	-0.466
that's all	-0.466
no win	-0.466
slo mo	-0.468
off air	-0.468
sit by	-0.468
calm down	-0.470
care for	-0.470
lose out	-0.472
rest up	-0.476
rest stop	-0.478
baby oil	-0.478
rest day	-0.484
cool down	-0.484
fall asleep	-0.492
chill out	-0.492
quite a	-0.500
leisure time	-0.500
lay in	-0.500
book club	-0.500
sugar water	-0.500
bath tub	-0.500
phone book	-0.500
no place	-0.506
sit in	-0.508
so far	-0.508
in silence	-0.516
pea soup	-0.518
rest on	-0.522
great grandmother	-0.528
sleeping bag	-0.532
teddy bear	-0.532
fast asleep	-0.532
sit still	-0.538
no worries	-0.542
sleep late	-0.546
paper bag	-0.546
so so	-0.550
no surprise	-0.552
great grandma	-0.558
sound asleep	-0.564
at peace	-0.566
at rest	-0.572
sleep mode	-0.574
cool off	-0.580
altar boy	-0.588
down time	-0.590
quiet down	-0.616
sleeping pill	-0.628
sleep through	-0.630
sleep over	-0.636
sleep on	-0.712
no emotion	-0.782
comfort zone	-0.904
slow pace	-0.926
play dead	-0.954
sleep in	-0.996
beauty sleep	-1.000
slow day	-1.000
slow start	-1.000
